8778682125.770351, 0.11618306347660978
16723288480.20598, 0.14451185806168118
31880734628.39905, 0.16599057393556793
60800294037.67828, 0.18259075297152522
115950379614.92654, 0.2014046603112228
221041672310.83316, 0.23161237717243915
421567417114.34155, 0.2537753451705936
804529297276.1166, 0.2588892740366304
1533637205387.072, 0.2993230411334264
2925348391015.425, 0.3228472211818566
5581474631238.51, 0.33810086536884976
10648901132331.309, 0.3554702027186935
20308338526458.18, 0.3917891455824583
38742146037286.5, 0.4168044902013911
73940397453488.56, 0.42270315043594414
141019715245718.66, 0.4625449224137497
269027622160908.53, 0.49111145277341384
513369795552379.25, 0.5062890472526906
979703801418753.6, 0.5178471884516537
1868576800776535.8, 0.5640631793891723
3565123282348562, 0.5918761301416956
6804722586955814, 0.5945365280845784
12980757766537936, 0.6356552022112478
24766590996471060, 0.6665612538756112
47261492477822760, 0.6858113850148536
89442965758773540, 0.6499786989724433
172048207338919040, 0.7521477311269799
328303741236801860, 0.776918503397081
626565068085086100, 0.7894641360465375
1195609265491827200, 0.8159984534827862
2280859594046535700, 0.8680991376200186
4352043138576209400, 0.9037681239774893
8307897773818544000, 0.8936634112346046
15846342245833509000, 0.9680757464905774
30237034220853290000, 1.0038974353094956
57709063101098190000, 1.0163714133788635
110135449289531750000, 1.0346805949216389
210099002958756250000, 1.1042119558277683
400919732064482560000, 1.1383371654723007
765361769956278700000, 1.122368752145169
1.4600605663797392e+21, 1.1955969159002344
2.7859497032626114e+21, 1.2422775475031944
5.317140102027201e+21, 1.257713529644981
1.014856561627013e+22, 1.2663509011917875
1.9358930094946723e+22, 1.358376631287142
3.694284277731002e+22, 1.3948611614405864
7.051629144135352e+22, 1.3928911024044472
1.3456310756283314e+23, 1.4348090139328802
2.5673033755284355e+23, 1.5103003494263065
4.899211087525948e+23, 1.5508653866702016
9.355062917917013e+23, 1.4866211624518177
1.7841200423394724e+24, 1.6352933241910903
3.404471884800168e+24, 1.689149072007624
6.498374943644543e+24, 1.6885329705294256
1.2400323989692631e+25, 1.7429994308074086
2.365985900367359e+25, 1.8217661573973656
4.5149542320450455e+25, 1.8743783325441057
8.371925610691157e+25, 1.790836536256691
